"","State","Category","Date","Water_Year","Region","Apportionment_Countable","Consumptive_Use","Consumptive_Use_MAF"
"11951","New Mexico","Municipal and Industrial",1994-11-01,1995,"Upper Basin","Yes",477.23559846619,0.00047723559846619
"11952","New Mexico","Municipal and Industrial",1994-12-01,1995,"Upper Basin","Yes",731.761250981491,0.000731761250981491
"11953","New Mexico","Municipal and Industrial",1995-01-01,1995,"Upper Basin","Yes",697.070777535221,0.000697070777535221
"11954","New Mexico","Municipal and Industrial",1995-02-01,1995,"Upper Basin","Yes",668.026161804587,0.000668026161804587
"11955","New Mexico","Municipal and Industrial",1995-03-01,1995,"Upper Basin","Yes",832.612317611514,0.000832612317611514
"11956","New Mexico","Municipal and Industrial",1995-04-01,1995,"Upper Basin","Yes",503.440005997659,0.000503440005997659
"11957","New Mexico","Municipal and Industrial",1995-05-01,1995,"Upper Basin","Yes",668.026161804587,0.000668026161804587
"11958","New Mexico","Municipal and Industrial",1995-06-01,1995,"Upper Basin","Yes",1152.10309064849,0.00115210309064849
"11959","New Mexico","Municipal and Industrial",1995-07-01,1995,"Upper Basin","Yes",1597.45386518488,0.00159745386518488
"11960","New Mexico","Municipal and Industrial",1995-08-01,1995,"Upper Basin","Yes",1132.74001349473,0.00113274001349473
"11961","New Mexico","Municipal and Industrial",1995-09-01,1995,"Upper Basin","Yes",793.886163304002,0.000793886163304002
"11962","New Mexico","Municipal and Industrial",1995-10-01,1996,"Upper Basin","Yes",532.484621728294,0.000532484621728294
"11963","New Mexico","Municipal and Industrial",1995-11-01,1996,"Upper Basin","Yes",435.669235959513,0.000435669235959513
"11964","New Mexico","Municipal and Industrial",1995-12-01,1996,"Upper Basin","Yes",668.026161804587,0.000668026161804587
"11965","New Mexico","Municipal and Industrial",1996-01-01,1996,"Upper Basin","Yes",711.28216296947,0.00071128216296947
"11966","New Mexico","Municipal and Industrial",1996-02-01,1996,"Upper Basin","Yes",681.645406179075,0.000681645406179075
"11967","New Mexico","Municipal and Industrial",1996-03-01,1996,"Upper Basin","Yes",849.587027991311,0.000849587027991311
"11968","New Mexico","Municipal and Industrial",1996-04-01,1996,"Upper Basin","Yes",513.703784366839,0.000513703784366839
"11969","New Mexico","Municipal and Industrial",1996-05-01,1996,"Upper Basin","Yes",681.645406179075,0.000681645406179075
"11970","New Mexico","Municipal and Industrial",1996-06-01,1996,"Upper Basin","Yes",1175.59135268565,0.00117559135268565
"11971","New Mexico","Municipal and Industrial",1996-07-01,1996,"Upper Basin","Yes",1630.0216234717,0.00163002162347171
"11972","New Mexico","Municipal and Industrial",1996-08-01,1996,"Upper Basin","Yes",1155.83351482539,0.00115583351482539
"11973","New Mexico","Municipal and Industrial",1996-09-01,1996,"Upper Basin","Yes",810.071352270785,0.000810071352270785
"11974","New Mexico","Municipal and Industrial",1996-10-01,1997,"Upper Basin","Yes",543.340541157233,0.000543340541157233
"11975","New Mexico","Municipal and Industrial",1996-11-01,1997,"Upper Basin","Yes",444.551351855919,0.000444551351855919
"11976","New Mexico","Municipal and Industrial",1996-12-01,1997,"Upper Basin","Yes",681.645406179075,0.000681645406179075
"11977","New Mexico","Municipal and Industrial",1997-01-01,1997,"Upper Basin","Yes",718.722633448235,0.000718722633448235
"11978","New Mexico","Municipal and Industrial",1997-02-01,1997,"Upper Basin","Yes",688.775857054559,0.000688775857054559
"11979","New Mexico","Municipal and Industrial",1997-03-01,1997,"Upper Basin","Yes",858.474256618726,0.000858474256618726
"11980","New Mexico","Municipal and Industrial",1997-04-01,1997,"Upper Basin","Yes",519.077457490393,0.000519077457490393
"11981","New Mexico","Municipal and Industrial",1997-05-01,1997,"Upper Basin","Yes",688.775857054559,0.000688775857054559
"11982","New Mexico","Municipal and Industrial",1997-06-01,1997,"Upper Basin","Yes",1187.88879694917,0.00118788879694917
"11983","New Mexico","Municipal and Industrial",1997-07-01,1997,"Upper Basin","Yes",1647.0727016522,0.0016470727016522
"11984","New Mexico","Municipal and Industrial",1997-08-01,1997,"Upper Basin","Yes",1167.92427935338,0.00116792427935338
"11985","New Mexico","Municipal and Industrial",1997-09-01,1997,"Upper Basin","Yes",818.545221427157,0.000818545221427157
"11986","New Mexico","Municipal and Industrial",1997-10-01,1998,"Upper Basin","Yes",549.024233884068,0.000549024233884068
"11987","New Mexico","Municipal and Industrial",1997-11-01,1998,"Upper Basin","Yes",449.201645905147,0.000449201645905147
"11988","New Mexico","Municipal and Industrial",1997-12-01,1998,"Upper Basin","Yes",688.775857054559,0.000688775857054559
"11989","New Mexico","Municipal and Industrial",1998-01-01,1998,"Upper Basin","Yes",735.486752149298,0.000735486752149298
"11990","New Mexico","Municipal and Industrial",1998-02-01,1998,"Upper Basin","Yes",704.841470809744,0.000704841470809744
"11991","New Mexico","Municipal and Industrial",1998-03-01,1998,"Upper Basin","Yes",878.498065067216,0.000878498065067216
"11992","New Mexico","Municipal and Industrial",1998-04-01,1998,"Upper Basin","Yes",531.184876552271,0.000531184876552271
"11993","New Mexico","Municipal and Industrial",1998-05-01,1998,"Upper Basin","Yes",704.841470809744,0.000704841470809744
"11994","New Mexico","Municipal and Industrial",1998-06-01,1998,"Upper Basin","Yes",1215.59615980231,0.00121559615980231
"11995","New Mexico","Municipal and Industrial",1998-07-01,1998,"Upper Basin","Yes",1685.49047367547,0.00168549047367547
"11996","New Mexico","Municipal and Industrial",1998-08-01,1998,"Upper Basin","Yes",1195.16597224261,0.00119516597224261
"11997","New Mexico","Municipal and Industrial",1998-09-01,1998,"Upper Basin","Yes",837.637689947811,0.000837637689947811
"11998","New Mexico","Municipal and Industrial",1998-10-01,1999,"Upper Basin","Yes",561.830157891824,0.000561830157891824
"11999","New Mexico","Municipal and Industrial",1998-11-01,1999,"Upper Basin","Yes",459.679220093311,0.000459679220093311
"12000","New Mexico","Municipal and Industrial",1998-12-01,1999,"Upper Basin","Yes",704.841470809744,0.000704841470809744
"12001","New Mexico","Municipal and Industrial",1999-01-01,1999,"Upper Basin","Yes",757.824626684351,0.000757824626684351
"12002","New Mexico","Municipal and Industrial",1999-02-01,1999,"Upper Basin","Yes",726.248600572503,0.000726248600572503
"12003","New Mexico","Municipal and Industrial",1999-03-01,1999,"Upper Basin","Yes",905.179415206309,0.000905179415206309
"12004","New Mexico","Municipal and Industrial",1999-04-01,1999,"Upper Basin","Yes",547.317785938698,0.000547317785938698
"12005","New Mexico","Municipal and Industrial",1999-05-01,1999,"Upper Basin","Yes",726.248600572503,0.000726248600572503
"12006","New Mexico","Municipal and Industrial",1999-06-01,1999,"Upper Basin","Yes",1252.51570243664,0.00125251570243664
"12007","New Mexico","Municipal and Industrial",1999-07-01,1999,"Upper Basin","Yes",1736.68143615164,0.00173668143615164
"12008","New Mexico","Municipal and Industrial",1999-08-01,1999,"Upper Basin","Yes",1231.46501836207,0.00123146501836207
"12009","New Mexico","Municipal and Industrial",1999-09-01,1999,"Upper Basin","Yes",863.078047057179,0.000863078047057179
"12010","New Mexico","Municipal and Industrial",1999-10-01,2000,"Upper Basin","Yes",578.893812050546,0.000578893812050546
"12011","New Mexico","Municipal and Industrial",1999-11-01,2000,"Upper Basin","Yes",473.64039167772,0.00047364039167772
"12012","New Mexico","Municipal and Industrial",1999-12-01,2000,"Upper Basin","Yes",726.248600572503,0.000726248600572503
"12013","New Mexico","Municipal and Industrial",2000-01-01,2000,"Upper Basin","Yes",762.443102041452,0.000762443102041452
"12014","New Mexico","Municipal and Industrial",2000-02-01,2000,"Upper Basin","Yes",730.674639456392,0.000730674639456392
"12015","New Mexico","Municipal and Industrial",2000-03-01,2000,"Upper Basin","Yes",910.695927438401,0.000910695927438401
"12016","New Mexico","Municipal and Industrial",2000-04-01,2000,"Upper Basin","Yes",550.653351474382,0.000550653351474382
"12017","New Mexico","Municipal and Industrial",2000-05-01,2000,"Upper Basin","Yes",730.674639456392,0.000730674639456392
"12018","New Mexico","Municipal and Industrial",2000-06-01,2000,"Upper Basin","Yes",1260.14901587407,0.00126014901587407
"12019","New Mexico","Municipal and Industrial",2000-07-01,2000,"Upper Basin","Yes",1747.26544217833,0.00174726544217833
"12020","New Mexico","Municipal and Industrial",2000-08-01,2000,"Upper Basin","Yes",1238.97004081736,0.00123897004081736
"12021","New Mexico","Municipal and Industrial",2000-09-01,2000,"Upper Basin","Yes",868.337977324988,0.000868337977324988
"12022","New Mexico","Municipal and Industrial",2000-10-01,2001,"Upper Basin","Yes",582.421814059443,0.000582421814059443
"12023","New Mexico","Municipal and Industrial",2000-11-01,2001,"Upper Basin","Yes",476.526938775908,0.000476526938775908
"12024","New Mexico","Municipal and Industrial",2000-12-01,2001,"Upper Basin","Yes",730.674639456392,0.000730674639456392
"12025","New Mexico","Municipal and Industrial",2001-01-01,2001,"Upper Basin","Yes",784.08726499936,0.00078408726499936
"12026","New Mexico","Municipal and Industrial",2001-02-01,2001,"Upper Basin","Yes",751.416962291053,0.000751416962291053
"12027","New Mexico","Municipal and Industrial",2001-03-01,2001,"Upper Basin","Yes",936.548677638124,0.000936548677638124
"12028","New Mexico","Municipal and Industrial",2001-04-01,2001,"Upper Basin","Yes",566.285246943983,0.000566285246943982
"12029","New Mexico","Municipal and Industrial",2001-05-01,2001,"Upper Basin","Yes",751.416962291053,0.000751416962291053
"12030","New Mexico","Municipal and Industrial",2001-06-01,2001,"Upper Basin","Yes",1295.9220074295,0.0012959220074295
"12031","New Mexico","Municipal and Industrial",2001-07-01,2001,"Upper Basin","Yes",1796.86664895687,0.00179686664895687
"12032","New Mexico","Municipal and Industrial",2001-08-01,2001,"Upper Basin","Yes",1274.14180562396,0.00127414180562396
"12033","New Mexico","Municipal and Industrial",2001-09-01,2001,"Upper Basin","Yes",892.988274027048,0.000892988274027048
"12034","New Mexico","Municipal and Industrial",2001-10-01,2002,"Upper Basin","Yes",598.955549652289,0.000598955549652289
"12035","New Mexico","Municipal and Industrial",2001-11-01,2002,"Upper Basin","Yes",490.0545406246,0.0004900545406246
"12036","New Mexico","Municipal and Industrial",2001-12-01,2002,"Upper Basin","Yes",751.416962291053,0.000751416962291053
"12037","New Mexico","Municipal and Industrial",2002-01-01,2002,"Upper Basin","Yes",816.871193035043,0.000816871193035043
"12038","New Mexico","Municipal and Industrial",2002-02-01,2002,"Upper Basin","Yes",782.83489332525,0.00078283489332525
"12039","New Mexico","Municipal and Industrial",2002-03-01,2002,"Upper Basin","Yes",975.707258347413,0.000975707258347413
"12040","New Mexico","Municipal and Industrial",2002-04-01,2002,"Upper Basin","Yes",589.962528303086,0.000589962528303086
"12041","New Mexico","Municipal and Industrial",2002-05-01,2002,"Upper Basin","Yes",782.83489332525,0.00078283489332525
"12042","New Mexico","Municipal and Industrial",2002-06-01,2002,"Upper Basin","Yes",1350.10655515514,0.00135010655515514
"12043","New Mexico","Municipal and Industrial",2002-07-01,2002,"Upper Basin","Yes",1871.99648403864,0.00187199648403864
"12044","New Mexico","Municipal and Industrial",2002-08-01,2002,"Upper Basin","Yes",1327.41568868195,0.00132741568868195
"12045","New Mexico","Municipal and Industrial",2002-09-01,2002,"Upper Basin","Yes",930.325525401021,0.000930325525401021
"12046","New Mexico","Municipal and Industrial",2002-10-01,2003,"Upper Basin","Yes",623.99882801288,0.00062399882801288
"12047","New Mexico","Municipal and Industrial",2002-11-01,2003,"Upper Basin","Yes",510.544495646902,0.000510544495646901
"12048","New Mexico","Municipal and Industrial",2002-12-01,2003,"Upper Basin","Yes",782.83489332525,0.00078283489332525
"12049","New Mexico","Municipal and Industrial",2003-01-01,2003,"Upper Basin","Yes",839.735115243569,0.000839735115243569
"12050","New Mexico","Municipal and Industrial",2003-02-01,2003,"Upper Basin","Yes",804.746152108421,0.000804746152108421
"12051","New Mexico","Municipal and Industrial",2003-03-01,2003,"Upper Basin","Yes",1003.0169432076,0.0010030169432076
"12052","New Mexico","Municipal and Industrial",2003-04-01,2003,"Upper Basin","Yes",606.475361009245,0.000606475361009245
"12053","New Mexico","Municipal and Industrial",2003-05-01,2003,"Upper Basin","Yes",804.746152108421,0.000804746152108421
"12054","New Mexico","Municipal and Industrial",2003-06-01,2003,"Upper Basin","Yes",1387.89553769423,0.00138789553769423
"12055","New Mexico","Municipal and Industrial",2003-07-01,2003,"Upper Basin","Yes",1924.39297243318,0.00192439297243318
"12056","New Mexico","Municipal and Industrial",2003-08-01,2003,"Upper Basin","Yes",1364.5695622708,0.0013645695622708
"12057","New Mexico","Municipal and Industrial",2003-09-01,2003,"Upper Basin","Yes",956.364992360731,0.000956364992360731
"12058","New Mexico","Municipal and Industrial",2003-10-01,2004,"Upper Basin","Yes",641.464324144393,0.000641464324144393
"12059","New Mexico","Municipal and Industrial",2003-11-01,2004,"Upper Basin","Yes",524.834447027231,0.000524834447027231
"12060","New Mexico","Municipal and Industrial",2003-12-01,2004,"Upper Basin","Yes",804.746152108421,0.000804746152108421
"12061","New Mexico","Municipal and Industrial",2004-01-01,2004,"Upper Basin","Yes",859.913662009867,0.000859913662009867
"12062","New Mexico","Municipal and Industrial",2004-02-01,2004,"Upper Basin","Yes",824.083926092789,0.000824083926092789
"12063","New Mexico","Municipal and Industrial",2004-03-01,2004,"Upper Basin","Yes",1027.11909628956,0.00102711909628956
"12064","New Mexico","Municipal and Industrial",2004-04-01,2004,"Upper Basin","Yes",621.048755896015,0.000621048755896015
"12065","New Mexico","Municipal and Industrial",2004-05-01,2004,"Upper Basin","Yes",824.083926092789,0.000824083926092789
"12066","New Mexico","Municipal and Industrial",2004-06-01,2004,"Upper Basin","Yes",1421.24619137742,0.00142124619137742
"12067","New Mexico","Municipal and Industrial",2004-07-01,2004,"Upper Basin","Yes",1970.63547543928,0.00197063547543928
"12068","New Mexico","Municipal and Industrial",2004-08-01,2004,"Upper Basin","Yes",1397.35970076603,0.00139735970076603
"12069","New Mexico","Municipal and Industrial",2004-09-01,2004,"Upper Basin","Yes",979.346115066793,0.000979346115066793
"12070","New Mexico","Municipal and Industrial",2004-10-01,2005,"Upper Basin","Yes",656.878491813093,0.000656878491813093
"12071","New Mexico","Municipal and Industrial",2004-11-01,2005,"Upper Basin","Yes",537.446038756167,0.000537446038756167
"12072","New Mexico","Municipal and Industrial",2004-12-01,2005,"Upper Basin","Yes",824.083926092789,0.000824083926092789
"12073","New Mexico","Municipal and Industrial",2005-01-01,2005,"Upper Basin","Yes",879.908472906401,0.000879908472906401
"12074","New Mexico","Municipal and Industrial",2005-02-01,2005,"Upper Basin","Yes",843.245619868635,0.000843245619868635
"12075","New Mexico","Municipal and Industrial",2005-03-01,2005,"Upper Basin","Yes",1051.00178708265,0.00105100178708265
"12076","New Mexico","Municipal and Industrial",2005-04-01,2005,"Upper Basin","Yes",635.489452654624,0.000635489452654624
"12077","New Mexico","Municipal and Industrial",2005-05-01,2005,"Upper Basin","Yes",843.245619868635,0.000843245619868635
"12078","New Mexico","Municipal and Industrial",2005-06-01,2005,"Upper Basin","Yes",1454.29317049808,0.00145429317049808
"12079","New Mexico","Municipal and Industrial",2005-07-01,2005,"Upper Basin","Yes",2016.45691707717,0.00201645691707717
"12080","New Mexico","Municipal and Industrial",2005-08-01,2005,"Upper Basin","Yes",1429.8512684729,0.0014298512684729
"12081","New Mexico","Municipal and Industrial",2005-09-01,2005,"Upper Basin","Yes",1002.11798303229,0.00100211798303229
"12082","New Mexico","Municipal and Industrial",2005-10-01,2006,"Upper Basin","Yes",672.15230569239,0.00067215230569239
"12083","New Mexico","Municipal and Industrial",2005-11-01,2006,"Upper Basin","Yes",549.942795566501,0.000549942795566501
"12084","New Mexico","Municipal and Industrial",2005-12-01,2006,"Upper Basin","Yes",843.245619868635,0.000843245619868635
"12085","New Mexico","Municipal and Industrial",2006-01-01,2006,"Upper Basin","Yes",863.648683629299,0.000863648683629299
"12086","New Mexico","Municipal and Industrial",2006-02-01,2006,"Upper Basin","Yes",827.663321811412,0.000827663321811412
"12087","New Mexico","Municipal and Industrial",2006-03-01,2006,"Upper Basin","Yes",1031.58037211277,0.00103158037211277
"12088","New Mexico","Municipal and Industrial",2006-04-01,2006,"Upper Basin","Yes",623.746271510049,0.000623746271510049
"12089","New Mexico","Municipal and Industrial",2006-05-01,2006,"Upper Basin","Yes",827.663321811412,0.000827663321811412
"12090","New Mexico","Municipal and Industrial",2006-06-01,2006,"Upper Basin","Yes",1427.41935210954,0.00142741935210954
"12091","New Mexico","Municipal and Industrial",2006-07-01,2006,"Upper Basin","Yes",1979.19489998381,0.00197919489998381
"12092","New Mexico","Municipal and Industrial",2006-08-01,2006,"Upper Basin","Yes",1403.42911089761,0.00140342911089761
"12093","New Mexico","Municipal and Industrial",2006-09-01,2006,"Upper Basin","Yes",983.599889688924,0.000983599889688924
"12094","New Mexico","Municipal and Industrial",2006-10-01,2007,"Upper Basin","Yes",659.731633327937,0.000659731633327937
"12095","New Mexico","Municipal and Industrial",2006-11-01,2007,"Upper Basin","Yes",539.780427268312,0.000539780427268312
"12096","New Mexico","Municipal and Industrial",2006-12-01,2007,"Upper Basin","Yes",827.663321811412,0.000827663321811412
"12097","New Mexico","Municipal and Industrial",2007-01-01,2007,"Upper Basin","Yes",852.928365823856,0.000852928365823856
"12098","New Mexico","Municipal and Industrial",2007-02-01,2007,"Upper Basin","Yes",817.389683914529,0.000817389683914529
"12099","New Mexico","Municipal and Industrial",2007-03-01,2007,"Upper Basin","Yes",1018.77554806738,0.00101877554806738
"12100","New Mexico","Municipal and Industrial",2007-04-01,2007,"Upper Basin","Yes",616.003819761674,0.000616003819761674
"12101","New Mexico","Municipal and Industrial",2007-05-01,2007,"Upper Basin","Yes",817.389683914529,0.000817389683914529
"12102","New Mexico","Municipal and Industrial",2007-06-01,2007,"Upper Basin","Yes",1409.70104906999,0.00140970104906999
"12103","New Mexico","Municipal and Industrial",2007-07-01,2007,"Upper Basin","Yes",1954.627505013,0.001954627505013
"12104","New Mexico","Municipal and Industrial",2007-08-01,2007,"Upper Basin","Yes",1386.00859446376,0.00138600859446376
"12105","New Mexico","Municipal and Industrial",2007-09-01,2007,"Upper Basin","Yes",971.390638854948,0.000971390638854947
"12106","New Mexico","Municipal and Industrial",2007-10-01,2008,"Upper Basin","Yes",651.542501671001,0.000651542501671001
"12107","New Mexico","Municipal and Industrial",2007-11-01,2008,"Upper Basin","Yes",533.08022863991,0.00053308022863991
"12108","New Mexico","Municipal and Industrial",2007-12-01,2008,"Upper Basin","Yes",817.389683914529,0.000817389683914529
"12109","New Mexico","Municipal and Industrial",2008-01-01,2008,"Upper Basin","Yes",839.816831121878,0.000839816831121878
"12110","New Mexico","Municipal and Industrial",2008-02-01,2008,"Upper Basin","Yes",804.824463158466,0.000804824463158466
"12111","New Mexico","Municipal and Industrial",2008-03-01,2008,"Upper Basin","Yes",1003.11454828447,0.00100311454828447
"12112","New Mexico","Municipal and Industrial",2008-04-01,2008,"Upper Basin","Yes",606.534378032468,0.000606534378032468
"12113","New Mexico","Municipal and Industrial",2008-05-01,2008,"Upper Basin","Yes",804.824463158466,0.000804824463158466
"12114","New Mexico","Municipal and Industrial",2008-06-01,2008,"Upper Basin","Yes",1388.03059588199,0.00138803059588199
"12115","New Mexico","Municipal and Industrial",2008-07-01,2008,"Upper Basin","Yes",1924.58023798764,0.00192458023798764
"12116","New Mexico","Municipal and Industrial",2008-08-01,2008,"Upper Basin","Yes",1364.70235057306,0.00136470235057306
"12117","New Mexico","Municipal and Industrial",2008-09-01,2008,"Upper Basin","Yes",956.458057666583,0.000956458057666584
"12118","New Mexico","Municipal and Industrial",2008-10-01,2009,"Upper Basin","Yes",641.526745995879,0.000641526745995879
"12119","New Mexico","Municipal and Industrial",2008-11-01,2009,"Upper Basin","Yes",524.885519451174,0.000524885519451174
"12120","New Mexico","Municipal and Industrial",2008-12-01,2009,"Upper Basin","Yes",804.824463158466,0.000804824463158466
"12121","New Mexico","Municipal and Industrial",2009-01-01,2009,"Upper Basin","Yes",836.869356417662,0.000836869356417662
"12122","New Mexico","Municipal and Industrial",2009-02-01,2009,"Upper Basin","Yes",801.99979990026,0.00080199979990026
"12123","New Mexico","Municipal and Industrial",2009-03-01,2009,"Upper Basin","Yes",999.593953498874,0.000999593953498874
"12124","New Mexico","Municipal and Industrial",2009-04-01,2009,"Upper Basin","Yes",604.405646301645,0.000604405646301645
"12125","New Mexico","Municipal and Industrial",2009-05-01,2009,"Upper Basin","Yes",801.99979990026,0.00080199979990026
"12126","New Mexico","Municipal and Industrial",2009-06-01,2009,"Upper Basin","Yes",1383.1590751903,0.0013831590751903
"12127","New Mexico","Municipal and Industrial",2009-07-01,2009,"Upper Basin","Yes",1917.82560845714,0.00191782560845714
"12128","New Mexico","Municipal and Industrial",2009-08-01,2009,"Upper Basin","Yes",1359.9127041787,0.0013599127041787
"12129","New Mexico","Municipal and Industrial",2009-09-01,2009,"Upper Basin","Yes",953.101211475671,0.000953101211475671
"12130","New Mexico","Municipal and Industrial",2009-10-01,2010,"Upper Basin","Yes",639.275202819048,0.000639275202819048
"12131","New Mexico","Municipal and Industrial",2009-11-01,2010,"Upper Basin","Yes",523.043347761039,0.000523043347761039
"12132","New Mexico","Municipal and Industrial",2009-12-01,2010,"Upper Basin","Yes",801.99979990026,0.00080199979990026
"12133","New Mexico","Municipal and Industrial",2010-01-01,2010,"Upper Basin","Yes",822.733369954694,0.000822733369954694
"12134","New Mexico","Municipal and Industrial",2010-02-01,2010,"Upper Basin","Yes",788.452812873248,0.000788452812873248
"12135","New Mexico","Municipal and Industrial",2010-03-01,2010,"Upper Basin","Yes",982.70930300144,0.00098270930300144
"12136","New Mexico","Municipal and Industrial",2010-04-01,2010,"Upper Basin","Yes",594.196322745057,0.000594196322745057
"12137","New Mexico","Municipal and Industrial",2010-05-01,2010,"Upper Basin","Yes",788.452812873248,0.000788452812873248
"12138","New Mexico","Municipal and Industrial",2010-06-01,2010,"Upper Basin","Yes",1359.79543089734,0.00135979543089734
"12139","New Mexico","Municipal and Industrial",2010-07-01,2010,"Upper Basin","Yes",1885.43063947951,0.00188543063947951
"12140","New Mexico","Municipal and Industrial",2010-08-01,2010,"Upper Basin","Yes",1336.94172617637,0.00133694172617637
"12141","New Mexico","Municipal and Industrial",2010-09-01,2010,"Upper Basin","Yes",937.001893559513,0.000937001893559513
"12142","New Mexico","Municipal and Industrial",2010-10-01,2011,"Upper Basin","Yes",628.476879826502,0.000628476879826502
"12143","New Mexico","Municipal and Industrial",2010-11-01,2011,"Upper Basin","Yes",514.208356221684,0.000514208356221684
"12144","New Mexico","Municipal and Industrial",2010-12-01,2011,"Upper Basin","Yes",788.452812873248,0.000788452812873248
"12145","New Mexico","Municipal and Industrial",2011-01-01,2011,"Upper Basin","Yes",820.715749520107,0.000820715749520107
"12146","New Mexico","Municipal and Industrial",2011-02-01,2011,"Upper Basin","Yes",786.519259956769,0.000786519259956769
"12147","New Mexico","Municipal and Industrial",2011-03-01,2011,"Upper Basin","Yes",980.29936748235,0.00098029936748235
"12148","New Mexico","Municipal and Industrial",2011-04-01,2011,"Upper Basin","Yes",592.739152431189,0.000592739152431189
"12149","New Mexico","Municipal and Industrial",2011-05-01,2011,"Upper Basin","Yes",786.519259956769,0.000786519259956769
"12150","New Mexico","Municipal and Industrial",2011-06-01,2011,"Upper Basin","Yes",1356.46075267907,0.00135646075267907
"12151","New Mexico","Municipal and Industrial",2011-07-01,2011,"Upper Basin","Yes",1880.80692598357,0.00188080692598357
"12152","New Mexico","Municipal and Industrial",2011-08-01,2011,"Upper Basin","Yes",1333.66309297017,0.00133366309297017
"12153","New Mexico","Municipal and Industrial",2011-09-01,2011,"Upper Basin","Yes",934.704048064566,0.000934704048064566
"12154","New Mexico","Municipal and Industrial",2011-10-01,2012,"Upper Basin","Yes",626.935641994526,0.000626935641994526
"12155","New Mexico","Municipal and Industrial",2011-11-01,2012,"Upper Basin","Yes",512.947343450066,0.000512947343450066
"12156","New Mexico","Municipal and Industrial",2011-12-01,2012,"Upper Basin","Yes",786.519259956769,0.000786519259956769
"12157","New Mexico","Municipal and Industrial",2012-01-01,2012,"Upper Basin","Yes",820.914858793214,0.000820914858793213
"12158","New Mexico","Municipal and Industrial",2012-02-01,2012,"Upper Basin","Yes",786.710073010163,0.000786710073010163
"12159","New Mexico","Municipal and Industrial",2012-03-01,2012,"Upper Basin","Yes",980.53719244745,0.00098053719244745
"12160","New Mexico","Municipal and Industrial",2012-04-01,2012,"Upper Basin","Yes",592.882953572877,0.000592882953572877
"12161","New Mexico","Municipal and Industrial",2012-05-01,2012,"Upper Basin","Yes",786.710073010163,0.000786710073010163
"12162","New Mexico","Municipal and Industrial",2012-06-01,2012,"Upper Basin","Yes",1356.789836061,0.001356789836061
"12163","New Mexico","Municipal and Industrial",2012-07-01,2012,"Upper Basin","Yes",1881.26321806778,0.00188126321806778
"12164","New Mexico","Municipal and Industrial",2012-08-01,2012,"Upper Basin","Yes",1333.98664553898,0.00133398664553898
"12165","New Mexico","Municipal and Industrial",2012-09-01,2012,"Upper Basin","Yes",934.930811403382,0.000934930811403382
"12166","New Mexico","Municipal and Industrial",2012-10-01,2013,"Upper Basin","Yes",627.087739355927,0.000627087739355927
"12167","New Mexico","Municipal and Industrial",2012-11-01,2013,"Upper Basin","Yes",513.071786745758,0.000513071786745759
"12168","New Mexico","Municipal and Industrial",2012-12-01,2013,"Upper Basin","Yes",786.710073010163,0.000786710073010163
"12169","New Mexico","Municipal and Industrial",2013-01-01,2013,"Upper Basin","Yes",819.083359469165,0.000819083359469165
"12170","New Mexico","Municipal and Industrial",2013-02-01,2013,"Upper Basin","Yes",784.954886157949,0.000784954886157949
"12171","New Mexico","Municipal and Industrial",2013-03-01,2013,"Upper Basin","Yes",978.349568254836,0.000978349568254836
"12172","New Mexico","Municipal and Industrial",2013-04-01,2013,"Upper Basin","Yes",591.560204061063,0.000591560204061063
"12173","New Mexico","Municipal and Industrial",2013-05-01,2013,"Upper Basin","Yes",784.954886157949,0.000784954886157949
"12174","New Mexico","Municipal and Industrial",2013-06-01,2013,"Upper Basin","Yes",1353.76277467821,0.00135376277467821
"12175","New Mexico","Municipal and Industrial",2013-07-01,2013,"Upper Basin","Yes",1877.06603211684,0.00187706603211684
"12176","New Mexico","Municipal and Industrial",2013-08-01,2013,"Upper Basin","Yes",1331.0104591374,0.0013310104591374
"12177","New Mexico","Municipal and Industrial",2013-09-01,2013,"Upper Basin","Yes",932.844937173215,0.000932844937173215
"12178","New Mexico","Municipal and Industrial",2013-10-01,2014,"Upper Basin","Yes",625.688677372279,0.000625688677372279
"12179","New Mexico","Municipal and Industrial",2013-11-01,2014,"Upper Basin","Yes",511.927099668228,0.000511927099668228
"12180","New Mexico","Municipal and Industrial",2013-12-01,2014,"Upper Basin","Yes",784.954886157949,0.000784954886157949
"12181","New Mexico","Municipal and Industrial",2014-01-01,2014,"Upper Basin","Yes",816.622129623553,0.000816622129623553
"12182","New Mexico","Municipal and Industrial",2014-02-01,2014,"Upper Basin","Yes",782.596207555905,0.000782596207555905
"12183","New Mexico","Municipal and Industrial",2014-03-01,2014,"Upper Basin","Yes",975.409765939243,0.000975409765939243
"12184","New Mexico","Municipal and Industrial",2014-04-01,2014,"Upper Basin","Yes",589.782649172566,0.000589782649172566
"12185","New Mexico","Municipal and Industrial",2014-05-01,2014,"Upper Basin","Yes",782.596207555905,0.000782596207555905
"12186","New Mexico","Municipal and Industrial",2014-06-01,2014,"Upper Basin","Yes",1349.69490868338,0.00134969490868338
"12187","New Mexico","Municipal and Industrial",2014-07-01,2014,"Upper Basin","Yes",1871.42571372064,0.00187142571372064
"12188","New Mexico","Municipal and Industrial",2014-08-01,2014,"Upper Basin","Yes",1327.01096063827,0.00132701096063827
"12189","New Mexico","Municipal and Industrial",2014-09-01,2014,"Upper Basin","Yes",930.041869849046,0.000930041869849046
