"","Water_Year","State","Category","Region","Apportionment_Countable","Consumptive_Use","Consumptive_Use_MAF","Date"
"2209",2013,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",360910.5718763,0.3609105718763,2013-01-01
"2210",2013,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",847609,0.847609,2013-01-01
"2211",2013,"Mexico","Mexico Deliveries","Mexico","Yes",1607507,1.607507,2013-01-01
"2212",2013,"Nevada","Agriculture","Lower Basin","Yes",3409,0.003409,2013-01-01
"2213",2013,"Nevada","Export","Lower Basin","Yes",0,0,2013-01-01
"2214",2013,"Nevada","Export Within System","Lower Basin","Yes",0,0,2013-01-01
"2215",2013,"Nevada","Municipal and Industrial","Lower Basin","Yes",227592,0.227592,2013-01-01
"2216",2013,"Nevada","Power","Lower Basin","Yes",0,0,2013-01-01
"2217",2013,"New Mexico","Agriculture","Upper Basin","Yes",193142.089869367,0.193142089869367,2013-01-01
"2218",2013,"New Mexico","Export","Upper Basin","Yes",40825.8,0.0408258,2013-01-01
"2219",2013,"New Mexico","Mineral","Upper Basin","Yes",145.399327448508,0.000145399327448508,2013-01-01
"2220",2013,"New Mexico","Municipal and Industrial","Upper Basin","Yes",11380.4567063185,0.0113804567063185,2013-01-01
"2221",2013,"New Mexico","Power","Upper Basin","Yes",43360.5524957769,0.0433605524957769,2013-01-01
"2222",2013,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",21504.26232,0.02150426232,2013-01-01
"2223",2013,"Utah","Agriculture","Upper Basin","Yes",518039.911461788,0.518039911461789,2013-01-01
"2224",2013,"Utah","Export","Upper Basin","Yes",141479.706570625,0.141479706570625,2013-01-01
"2225",2013,"Utah","Import","Upper Basin","Yes",-5608.47396462448,-0.00560847396462448,2013-01-01
"2226",2013,"Utah","Mineral","Upper Basin","Yes",854.501170960188,0.000854501170960188,2013-01-01
"2227",2013,"Utah","Municipal and Industrial","Upper Basin","Yes",15994.9121811261,0.0159949121811261,2013-01-01
"2228",2013,"Utah","Power","Upper Basin","Yes",35110.47,0.03511047,2013-01-01
"2229",2013,"Utah","Reservoir Evaporation","Upper Basin","Yes",156058.538509568,0.156058538509568,2013-01-01
"2230",2013,"Wyoming","Agriculture","Upper Basin","Yes",452775.189110675,0.452775189110675,2013-01-01
"2231",2013,"Wyoming","Export","Upper Basin","Yes",14831.7,0.0148317,2013-01-01
"2232",2013,"Wyoming","Import","Upper Basin","Yes",0,0,2013-01-01
"2233",2013,"Wyoming","Mineral","Upper Basin","Yes",575.035984766983,0.000575035984766983,2013-01-01
"2234",2013,"Wyoming","Municipal and Industrial","Upper Basin","Yes",7665.60606534684,0.00766560606534684,2013-01-01
"2235",2013,"Wyoming","Power","Upper Basin","Yes",36117,0.036117,2013-01-01
"2236",2013,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",31670.560061403,0.031670560061403,2013-01-01
"2237",2014,"Arizona","Agriculture","Lower Basin","Yes",1099445,1.099445,2014-01-01
"2238",2014,"Arizona","Agriculture","Upper Basin","Yes",1233.36941816686,0.00123336941816686,2014-01-01
"2239",2014,"Arizona","Export","Lower Basin","Yes",0,0,2014-01-01
"2240",2014,"Arizona","Export","Upper Basin","Yes",0,0,2014-01-01
"2241",2014,"Arizona","Export Within System","Lower Basin","Yes",1685262,1.685262,2014-01-01
"2242",2014,"Arizona","Import","Upper Basin","Yes",0,0,2014-01-01
"2243",2014,"Arizona","Mineral","Upper Basin","Yes",0,0,2014-01-01
"2244",2014,"Arizona","Municipal and Industrial","Lower Basin","Yes",32754,0.032754,2014-01-01
"2245",2014,"Arizona","Municipal and Industrial","Upper Basin","Yes",4070.29202167081,0.00407029202167081,2014-01-01
"2246",2014,"Arizona","Power","Lower Basin","Yes",0,0,2014-01-01
"2247",2014,"Arizona","Power","Upper Basin","Yes",25717,0.025717,2014-01-01
"2248",2014,"Arizona","Reservoir Evaporation","Upper Basin","Yes",3621.09862026847,0.00362109862026847,2014-01-01
"2249",2014,"California","Agriculture","Lower Basin","Yes",495448,0.495448,2014-01-01
"2250",2014,"California","Export","Lower Basin","Yes",4156959,4.156959,2014-01-01
"2251",2014,"California","Export Within System","Lower Basin","Yes",0,0,2014-01-01
"2252",2014,"California","Municipal and Industrial","Lower Basin","Yes",2802,0.002802,2014-01-01
"2253",2014,"California","Power","Lower Basin","Yes",0,0,2014-01-01
"2254",2014,"Colorado","Agriculture","Upper Basin","Yes",1064497.41919247,1.06449741919247,2014-01-01
"2255",2014,"Colorado","Export","Upper Basin","Yes",693008.692775729,0.693008692775729,2014-01-01
"2256",2014,"Colorado","Import","Upper Basin","Yes",-251539.332775728,-0.251539332775728,2014-01-01
"2257",2014,"Colorado","Mineral","Upper Basin","Yes",2142.92000457048,0.00214292000457048,2014-01-01
"2258",2014,"Colorado","Municipal and Industrial","Upper Basin","Yes",41900.3302952559,0.0419003302952559,2014-01-01
"2259",2014,"Colorado","Power","Upper Basin","Yes",20424.62,0.02042462,2014-01-01
"2260",2014,"Colorado","Reservoir Evaporation","Upper Basin","Yes",88963.975994585,0.088963975994585,2014-01-01
"2261",2014,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",347171.7948642,0.3471717948642,2014-01-01
"2262",2014,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",808484,0.808484,2014-01-01
"2263",2014,"Mexico","Mexico Deliveries","Mexico","Yes",1721705,1.721705,2014-01-01
"2264",2014,"Nevada","Agriculture","Lower Basin","Yes",2486,0.002486,2014-01-01
"2265",2014,"Nevada","Export","Lower Basin","Yes",0,0,2014-01-01
"2266",2014,"Nevada","Export Within System","Lower Basin","Yes",0,0,2014-01-01
"2267",2014,"Nevada","Municipal and Industrial","Lower Basin","Yes",218740,0.21874,2014-01-01
"2268",2014,"Nevada","Power","Lower Basin","Yes",0,0,2014-01-01
"2269",2014,"New Mexico","Agriculture","Upper Basin","Yes",207040.015349506,0.207040015349506,2014-01-01
"2270",2014,"New Mexico","Export","Upper Basin","Yes",60405.8,0.0604058,2014-01-01
"2271",2014,"New Mexico","Mineral","Upper Basin","Yes",145.399327448508,0.000145399327448508,2014-01-01
"2272",2014,"New Mexico","Municipal and Industrial","Upper Basin","Yes",11347.751075937,0.011347751075937,2014-01-01
"2273",2014,"New Mexico","Power","Upper Basin","Yes",38903.0012186387,0.0389030012186387,2014-01-01
"2274",2014,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",23820.573557,0.023820573557,2014-01-01
"2275",2014,"Utah","Agriculture","Upper Basin","Yes",566995.896797476,0.566995896797476,2014-01-01
"2276",2014,"Utah","Export","Upper Basin","Yes",131186.567031181,0.131186567031181,2014-01-01
"2277",2014,"Utah","Import","Upper Basin","Yes",-3268.16542930112,-0.00326816542930112,2014-01-01
"2278",2014,"Utah","Mineral","Upper Basin","Yes",854.501170960188,0.000854501170960188,2014-01-01
"2279",2014,"Utah","Municipal and Industrial","Upper Basin","Yes",16136.8128726724,0.0161368128726724,2014-01-01
"2280",2014,"Utah","Power","Upper Basin","Yes",33154.82,0.03315482,2014-01-01
"2281",2014,"Utah","Reservoir Evaporation","Upper Basin","Yes",155731.725065641,0.155731725065641,2014-01-01
"2282",2014,"Wyoming","Agriculture","Upper Basin","Yes",448357.407927607,0.448357407927607,2014-01-01
"2283",2014,"Wyoming","Export","Upper Basin","Yes",7167,0.007167,2014-01-01
"2284",2014,"Wyoming","Import","Upper Basin","Yes",0,0,2014-01-01
"2285",2014,"Wyoming","Mineral","Upper Basin","Yes",575.035984766983,0.000575035984766983,2014-01-01
"2286",2014,"Wyoming","Municipal and Industrial","Upper Basin","Yes",7620.0638888427,0.0076200638888427,2014-01-01
"2287",2014,"Wyoming","Power","Upper Basin","Yes",34636.466,0.034636466,2014-01-01
"2288",2014,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",32539.4482895153,0.0325394482895153,2014-01-01
"2289",2015,"Arizona","Agriculture","Lower Basin","Yes",1046328,1.046328,2015-01-01
"2290",2015,"Arizona","Agriculture","Upper Basin","Yes",2267.32112482085,0.00226732112482085,2015-01-01
"2291",2015,"Arizona","Export","Lower Basin","Yes",0,0,2015-01-01
"2292",2015,"Arizona","Export","Upper Basin","Yes",0,0,2015-01-01
"2293",2015,"Arizona","Export Within System","Lower Basin","Yes",1565716,1.565716,2015-01-01
"2294",2015,"Arizona","Import","Upper Basin","Yes",0,0,2015-01-01
"2295",2015,"Arizona","Mineral","Upper Basin","Yes",0,0,2015-01-01
"2296",2015,"Arizona","Municipal and Industrial","Lower Basin","Yes",34216,0.034216,2015-01-01
"2297",2015,"Arizona","Municipal and Industrial","Upper Basin","Yes",4391.71302763603,0.00439171302763604,2015-01-01
"2298",2015,"Arizona","Power","Lower Basin","Yes",0,0,2015-01-01
"2299",2015,"Arizona","Power","Upper Basin","Yes",20806,0.020806,2015-01-01
"2300",2015,"Arizona","Reservoir Evaporation","Upper Basin","Yes",2951.13726696218,0.00295113726696218,2015-01-01
"2301",2015,"California","Agriculture","Lower Basin","Yes",460971,0.460971,2015-01-01
"2302",2015,"California","Export","Lower Basin","Yes",4060286,4.060286,2015-01-01
"2303",2015,"California","Export Within System","Lower Basin","Yes",0,0,2015-01-01
"2304",2015,"California","Municipal and Industrial","Lower Basin","Yes",2246,0.002246,2015-01-01
"2305",2015,"California","Power","Lower Basin","Yes",0,0,2015-01-01
"2306",2015,"Colorado","Agriculture","Upper Basin","Yes",1213999.83168882,1.21399983168882,2015-01-01
"2307",2015,"Colorado","Export","Upper Basin","Yes",505522.907,0.505522907,2015-01-01
"2308",2015,"Colorado","Import","Upper Basin","Yes",-231819.897,-0.231819897,2015-01-01
"2309",2015,"Colorado","Mineral","Upper Basin","Yes",2142.92000457048,0.00214292000457048,2015-01-01
"2310",2015,"Colorado","Municipal and Industrial","Upper Basin","Yes",42233.7200207254,0.0422337200207254,2015-01-01
"2311",2015,"Colorado","Power","Upper Basin","Yes",18261.42,0.01826142,2015-01-01
"2312",2015,"Colorado","Reservoir Evaporation","Upper Basin","Yes",93401.3306989809,0.0934013306989809,2015-01-01
"2313",2015,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",368092.8712683,0.3680928712683,2015-01-01
"2314",2015,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",792942,0.792942,2015-01-01
"2315",2015,"Mexico","Mexico Deliveries","Mexico","Yes",1657207,1.657207,2015-01-01
"2316",2015,"Nevada","Agriculture","Lower Basin","Yes",3143,0.003143,2015-01-01
"2317",2015,"Nevada","Export","Lower Basin","Yes",0,0,2015-01-01
"2318",2015,"Nevada","Export Within System","Lower Basin","Yes",0,0,2015-01-01
"2319",2015,"Nevada","Municipal and Industrial","Lower Basin","Yes",223250,0.22325,2015-01-01
"2320",2015,"Nevada","Power","Lower Basin","Yes",0,0,2015-01-01
"2321",2015,"New Mexico","Agriculture","Upper Basin","Yes",187445.846476459,0.187445846476459,2015-01-01
"2322",2015,"New Mexico","Export","Upper Basin","Yes",88226,0.088226,2015-01-01
"2323",2015,"New Mexico","Mineral","Upper Basin","Yes",145.399327448508,0.000145399327448508,2015-01-01
"2324",2015,"New Mexico","Municipal and Industrial","Upper Basin","Yes",11283.3587204673,0.0112833587204673,2015-01-01
"2325",2015,"New Mexico","Power","Upper Basin","Yes",37759.4629292742,0.0377594629292742,2015-01-01
"2326",2015,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",27637.289235,0.027637289235,2015-01-01
"2327",2015,"Utah","Agriculture","Upper Basin","Yes",713741.834397895,0.713741834397895,2015-01-01
"2328",2015,"Utah","Export","Upper Basin","Yes",130871.051868567,0.130871051868567,2015-01-01
"2329",2015,"Utah","Import","Upper Basin","Yes",-4670.62778165685,-0.00467062778165685,2015-01-01
"2330",2015,"Utah","Mineral","Upper Basin","Yes",854.501170960188,0.000854501170960188,2015-01-01
"2331",2015,"Utah","Municipal and Industrial","Upper Basin","Yes",16240.3442158327,0.0162403442158327,2015-01-01
"2332",2015,"Utah","Power","Upper Basin","Yes",33869.41,0.03386941,2015-01-01
"2333",2015,"Utah","Reservoir Evaporation","Upper Basin","Yes",161229.581922726,0.161229581922726,2015-01-01
"2334",2015,"Wyoming","Agriculture","Upper Basin","Yes",575451.189864046,0.575451189864046,2015-01-01
"2335",2015,"Wyoming","Export","Upper Basin","Yes",8508.2,0.0085082,2015-01-01
"2336",2015,"Wyoming","Import","Upper Basin","Yes",0,0,2015-01-01
"2337",2015,"Wyoming","Mineral","Upper Basin","Yes",575.035984766983,0.000575035984766983,2015-01-01
"2338",2015,"Wyoming","Municipal and Industrial","Upper Basin","Yes",7561.29556740006,0.00756129556740006,2015-01-01
"2339",2015,"Wyoming","Power","Upper Basin","Yes",33904,0.033904,2015-01-01
"2340",2015,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",34616.6641725568,0.0346166641725568,2015-01-01
"2341",2016,"Arizona","Agriculture","Lower Basin","Yes",1092824,1.092824,2016-01-01
"2342",2016,"Arizona","Agriculture","Upper Basin","Yes",1590.14439154491,0.00159014439154491,2016-01-01
"2343",2016,"Arizona","Export","Lower Basin","Yes",0,0,2016-01-01
"2344",2016,"Arizona","Export","Upper Basin","Yes",0,0,2016-01-01
"2345",2016,"Arizona","Export Within System","Lower Basin","Yes",1467138,1.467138,2016-01-01
"2346",2016,"Arizona","Import","Upper Basin","Yes",0,0,2016-01-01
"2347",2016,"Arizona","Mineral","Upper Basin","Yes",0,0,2016-01-01
"2348",2016,"Arizona","Municipal and Industrial","Lower Basin","Yes",34752,0.034752,2016-01-01
"2349",2016,"Arizona","Municipal and Industrial","Upper Basin","Yes",5118.631173194,0.005118631173194,2016-01-01
"2350",2016,"Arizona","Power","Lower Basin","Yes",21,2.1e-05,2016-01-01
"2351",2016,"Arizona","Power","Upper Basin","Yes",18309,0.018309,2016-01-01
"2352",2016,"Arizona","Reservoir Evaporation","Upper Basin","Yes",3426.60242338086,0.00342660242338086,2016-01-01
"2353",2016,"California","Agriculture","Lower Basin","Yes",410571,0.410571,2016-01-01
"2354",2016,"California","Export","Lower Basin","Yes",4100014,4.100014,2016-01-01
"2355",2016,"California","Export Within System","Lower Basin","Yes",0,0,2016-01-01
"2356",2016,"California","Municipal and Industrial","Lower Basin","Yes",2493,0.002493,2016-01-01
"2357",2016,"California","Power","Lower Basin","Yes",0,0,2016-01-01
"2358",2016,"Colorado","Agriculture","Upper Basin","Yes",1210931.75718073,1.21093175718073,2016-01-01
"2359",2016,"Colorado","Export","Upper Basin","Yes",709739.664,0.709739664,2016-01-01
"2360",2016,"Colorado","Import","Upper Basin","Yes",-262610.714,-0.262610714,2016-01-01
"2361",2016,"Colorado","Mineral","Upper Basin","Yes",2142.92000457048,0.00214292000457048,2016-01-01
"2362",2016,"Colorado","Municipal and Industrial","Upper Basin","Yes",42845.3808081256,0.0428453808081256,2016-01-01
"2363",2016,"Colorado","Power","Upper Basin","Yes",18351,0.018351,2016-01-01
"2364",2016,"Colorado","Reservoir Evaporation","Upper Basin","Yes",98087.9557441332,0.0980879557441332,2016-01-01
"2365",2016,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",378368.9845128,0.3783689845128,2016-01-01
"2366",2016,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",773602,0.773602,2016-01-01
"2367",2016,"Mexico","Mexico Deliveries","Mexico","Yes",1645777,1.645777,2016-01-01
"2368",2016,"Nevada","Agriculture","Lower Basin","Yes",3370,0.00337,2016-01-01
"2369",2016,"Nevada","Export","Lower Basin","Yes",0,0,2016-01-01
"2370",2016,"Nevada","Export Within System","Lower Basin","Yes",0,0,2016-01-01
"2371",2016,"Nevada","Municipal and Industrial","Lower Basin","Yes",226300,0.2263,2016-01-01
"2372",2016,"Nevada","Power","Lower Basin","Yes",0,0,2016-01-01
"2373",2016,"New Mexico","Agriculture","Upper Basin","Yes",179150.178884859,0.179150178884859,2016-01-01
"2374",2016,"New Mexico","Export","Upper Basin","Yes",89696.6,0.0896966,2016-01-01
"2375",2016,"New Mexico","Mineral","Upper Basin","Yes",145.399327448508,0.000145399327448508,2016-01-01
"2376",2016,"New Mexico","Municipal and Industrial","Upper Basin","Yes",11245.5750528152,0.0112455750528152,2016-01-01
"2377",2016,"New Mexico","Power","Upper Basin","Yes",34514.0391260467,0.0345140391260467,2016-01-01
"2378",2016,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",29885.65346,0.02988565346,2016-01-01
"2379",2016,"Utah","Agriculture","Upper Basin","Yes",647149.394350595,0.647149394350595,2016-01-01
"2380",2016,"Utah","Export","Upper Basin","Yes",133334.960009185,0.133334960009185,2016-01-01
"2381",2016,"Utah","Import","Upper Basin","Yes",-4770.51900826446,-0.00477051900826446,2016-01-01
"2382",2016,"Utah","Mineral","Upper Basin","Yes",854.501170960188,0.000854501170960188,2016-01-01
"2383",2016,"Utah","Municipal and Industrial","Upper Basin","Yes",15957.7969741943,0.0159577969741943,2016-01-01
"2384",2016,"Utah","Power","Upper Basin","Yes",28004.38,0.02800438,2016-01-01
"2385",2016,"Utah","Reservoir Evaporation","Upper Basin","Yes",158834.063484655,0.158834063484655,2016-01-01
"2386",2016,"Wyoming","Agriculture","Upper Basin","Yes",547316.345830567,0.547316345830567,2016-01-01
"2387",2016,"Wyoming","Export","Upper Basin","Yes",8508.2,0.0085082,2016-01-01
"2388",2016,"Wyoming","Import","Upper Basin","Yes",0,0,2016-01-01
"2389",2016,"Wyoming","Mineral","Upper Basin","Yes",575.035984766983,0.000575035984766983,2016-01-01
"2390",2016,"Wyoming","Municipal and Industrial","Upper Basin","Yes",7485.7188957824,0.0074857188957824,2016-01-01
"2391",2016,"Wyoming","Power","Upper Basin","Yes",27664,0.027664,2016-01-01
"2392",2016,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",33263.7337208815,0.0332637337208815,2016-01-01
"2393",2017,"Arizona","Agriculture","Lower Basin","Yes",1050058,1.050058,2017-01-01
"2394",2017,"Arizona","Agriculture","Upper Basin","Yes",2073.03243263201,0.00207303243263201,2017-01-01
"2395",2017,"Arizona","Export","Lower Basin","Yes",0,0,2017-01-01
"2396",2017,"Arizona","Export","Upper Basin","Yes",0,0,2017-01-01
"2397",2017,"Arizona","Export Within System","Lower Basin","Yes",1406063,1.406063,2017-01-01
"2398",2017,"Arizona","Import","Upper Basin","Yes",0,0,2017-01-01
"2399",2017,"Arizona","Mineral","Upper Basin","Yes",0,0,2017-01-01
"2400",2017,"Arizona","Municipal and Industrial","Lower Basin","Yes",36932,0.036932,2017-01-01
"2401",2017,"Arizona","Municipal and Industrial","Upper Basin","Yes",5266.00971841592,0.00526600971841592,2017-01-01
"2402",2017,"Arizona","Power","Lower Basin","Yes",25,2.5e-05,2017-01-01
"2403",2017,"Arizona","Power","Upper Basin","Yes",17746,0.017746,2017-01-01
"2404",2017,"Arizona","Reservoir Evaporation","Upper Basin","Yes",3724.3245477285,0.0037243245477285,2017-01-01
"2405",2017,"California","Agriculture","Lower Basin","Yes",350704,0.350704,2017-01-01
"2406",2017,"California","Export","Lower Basin","Yes",3612751,3.612751,2017-01-01
"2407",2017,"California","Export Within System","Lower Basin","Yes",0,0,2017-01-01
"2408",2017,"California","Municipal and Industrial","Lower Basin","Yes",2696,0.002696,2017-01-01
"2409",2017,"California","Power","Lower Basin","Yes",0,0,2017-01-01
"2410",2017,"Colorado","Agriculture","Upper Basin","Yes",1340539.57628326,1.34053957628326,2017-01-01
"2411",2017,"Colorado","Export","Upper Basin","Yes",818835.919,0.818835919,2017-01-01
"2412",2017,"Colorado","Import","Upper Basin","Yes",-274137.869,-0.274137869,2017-01-01
"2413",2017,"Colorado","Mineral","Upper Basin","Yes",2142.92000457048,0.00214292000457048,2017-01-01
"2414",2017,"Colorado","Municipal and Industrial","Upper Basin","Yes",43242.2104402582,0.0432422104402582,2017-01-01
"2415",2017,"Colorado","Power","Upper Basin","Yes",17617.33,0.01761733,2017-01-01
"2416",2017,"Colorado","Reservoir Evaporation","Upper Basin","Yes",104051.647248417,0.104051647248417,2017-01-01
"2417",2017,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",408693.0889236,0.4086930889236,2017-01-01
"2418",2017,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",782254,0.782254,2017-01-01
"2419",2017,"Mexico","Mexico Deliveries","Mexico","Yes",1647206,1.647206,2017-01-01
"2420",2017,"Nevada","Agriculture","Lower Basin","Yes",2201,0.002201,2017-01-01
"2421",2017,"Nevada","Export","Lower Basin","Yes",0,0,2017-01-01
"2422",2017,"Nevada","Export Within System","Lower Basin","Yes",0,0,2017-01-01
"2423",2017,"Nevada","Municipal and Industrial","Lower Basin","Yes",239555,0.239555,2017-01-01
"2424",2017,"Nevada","Power","Lower Basin","Yes",0,0,2017-01-01
"2425",2017,"New Mexico","Agriculture","Upper Basin","Yes",203531.895717744,0.203531895717744,2017-01-01
"2426",2017,"New Mexico","Export","Upper Basin","Yes",151162,0.151162,2017-01-01
"2427",2017,"New Mexico","Mineral","Upper Basin","Yes",145.399327448508,0.000145399327448508,2017-01-01
"2428",2017,"New Mexico","Municipal and Industrial","Upper Basin","Yes",11167.9464859272,0.0111679464859272,2017-01-01
"2429",2017,"New Mexico","Power","Upper Basin","Yes",34605.6321486222,0.0346056321486222,2017-01-01
"2430",2017,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",29510.991065,0.029510991065,2017-01-01
"2431",2017,"Utah","Agriculture","Upper Basin","Yes",734348.342847421,0.734348342847421,2017-01-01
"2432",2017,"Utah","Export","Upper Basin","Yes",133060.735905621,0.133060735905621,2017-01-01
"2433",2017,"Utah","Import","Upper Basin","Yes",-4915.72300553336,-0.00491572300553336,2017-01-01
"2434",2017,"Utah","Mineral","Upper Basin","Yes",854.501170960188,0.000854501170960188,2017-01-01
"2435",2017,"Utah","Municipal and Industrial","Upper Basin","Yes",15635.7509182516,0.0156357509182516,2017-01-01
"2436",2017,"Utah","Power","Upper Basin","Yes",29954.89,0.02995489,2017-01-01
"2437",2017,"Utah","Reservoir Evaporation","Upper Basin","Yes",162572.338378644,0.162572338378644,2017-01-01
"2438",2017,"Wyoming","Agriculture","Upper Basin","Yes",538680.951499742,0.538680951499742,2017-01-01
"2439",2017,"Wyoming","Export","Upper Basin","Yes",8508.2,0.0085082,2017-01-01
"2440",2017,"Wyoming","Import","Upper Basin","Yes",0,0,2017-01-01
"2441",2017,"Wyoming","Mineral","Upper Basin","Yes",575.035984766983,0.000575035984766983,2017-01-01
"2442",2017,"Wyoming","Municipal and Industrial","Upper Basin","Yes",7361.57267291032,0.00736157267291032,2017-01-01
"2443",2017,"Wyoming","Power","Upper Basin","Yes",29677,0.029677,2017-01-01
"2444",2017,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",32810.0952226927,0.0328100952226927,2017-01-01
"2445",2018,"Arizona","Agriculture","Lower Basin","Yes",1110011,1.110011,2018-01-01
"2446",2018,"Arizona","Agriculture","Upper Basin","Yes",1987.0000810577,0.0019870000810577,2018-01-01
"2447",2018,"Arizona","Export","Lower Basin","Yes",0,0,2018-01-01
"2448",2018,"Arizona","Export","Upper Basin","Yes",0,0,2018-01-01
"2449",2018,"Arizona","Export Within System","Lower Basin","Yes",1431330,1.43133,2018-01-01
"2450",2018,"Arizona","Import","Upper Basin","Yes",0,0,2018-01-01
"2451",2018,"Arizona","Mineral","Upper Basin","Yes",0,0,2018-01-01
"2452",2018,"Arizona","Municipal and Industrial","Lower Basin","Yes",39505,0.039505,2018-01-01
"2453",2018,"Arizona","Municipal and Industrial","Upper Basin","Yes",5287.90389039452,0.00528790389039452,2018-01-01
"2454",2018,"Arizona","Power","Lower Basin","Yes",5,5e-06,2018-01-01
"2455",2018,"Arizona","Power","Upper Basin","Yes",18001,0.018001,2018-01-01
"2456",2018,"Arizona","Reservoir Evaporation","Upper Basin","Yes",3807.73059853506,0.00380773059853506,2018-01-01
"2457",2018,"California","Agriculture","Lower Basin","Yes",430544,0.430544,2018-01-01
"2458",2018,"California","Export","Lower Basin","Yes",3985644,3.985644,2018-01-01
"2459",2018,"California","Export Within System","Lower Basin","Yes",0,0,2018-01-01
"2460",2018,"California","Municipal and Industrial","Lower Basin","Yes",2389,0.002389,2018-01-01
"2461",2018,"California","Power","Lower Basin","Yes",0,0,2018-01-01
"2462",2018,"Colorado","Agriculture","Upper Basin","Yes",1551960.53759874,1.55196053759874,2018-01-01
"2463",2018,"Colorado","Export","Upper Basin","Yes",710290.722,0.710290722,2018-01-01
"2464",2018,"Colorado","Import","Upper Basin","Yes",-214606.632,-0.214606632,2018-01-01
"2465",2018,"Colorado","Mineral","Upper Basin","Yes",2142.92000457048,0.00214292000457048,2018-01-01
"2466",2018,"Colorado","Municipal and Industrial","Upper Basin","Yes",43611.635981924,0.043611635981924,2018-01-01
"2467",2018,"Colorado","Power","Upper Basin","Yes",16350.07,0.01635007,2018-01-01
"2468",2018,"Colorado","Reservoir Evaporation","Upper Basin","Yes",93617.8820313262,0.0936178820313262,2018-01-01
"2469",2018,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",386346.0534463,0.3863460534463,2018-01-01
"2470",2018,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",808933,0.808933,2018-01-01
"2471",2018,"Mexico","Mexico Deliveries","Mexico","Yes",1616521,1.616521,2018-01-01
"2472",2018,"Nevada","Agriculture","Lower Basin","Yes",1975,0.001975,2018-01-01
"2473",2018,"Nevada","Export","Lower Basin","Yes",0,0,2018-01-01
"2474",2018,"Nevada","Export Within System","Lower Basin","Yes",0,0,2018-01-01
"2475",2018,"Nevada","Municipal and Industrial","Lower Basin","Yes",244988,0.244988,2018-01-01
"2476",2018,"Nevada","Power","Lower Basin","Yes",0,0,2018-01-01
"2477",2018,"New Mexico","Agriculture","Upper Basin","Yes",272692.358840754,0.272692358840754,2018-01-01
"2478",2018,"New Mexico","Export","Upper Basin","Yes",35260.2,0.0352602,2018-01-01
"2479",2018,"New Mexico","Mineral","Upper Basin","Yes",145.399327448508,0.000145399327448508,2018-01-01
"2480",2018,"New Mexico","Municipal and Industrial","Upper Basin","Yes",11050.9341033704,0.0110509341033704,2018-01-01
"2481",2018,"New Mexico","Power","Upper Basin","Yes",27249.3748161153,0.0272493748161153,2018-01-01
"2482",2018,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",25232.137554,0.025232137554,2018-01-01
"2483",2018,"Utah","Agriculture","Upper Basin","Yes",766867.97829407,0.76686797829407,2018-01-01
"2484",2018,"Utah","Export","Upper Basin","Yes",130542.532140887,0.130542532140887,2018-01-01
"2485",2018,"Utah","Import","Upper Basin","Yes",-4703.84981128767,-0.00470384981128767,2018-01-01
"2486",2018,"Utah","Mineral","Upper Basin","Yes",854.501170960188,0.000854501170960188,2018-01-01
"2487",2018,"Utah","Municipal and Industrial","Upper Basin","Yes",15585.7795602171,0.0155857795602171,2018-01-01
"2488",2018,"Utah","Power","Upper Basin","Yes",29591.58,0.02959158,2018-01-01
"2489",2018,"Utah","Reservoir Evaporation","Upper Basin","Yes",164999.15090019,0.16499915090019,2018-01-01
"2490",2018,"Wyoming","Agriculture","Upper Basin","Yes",662868.356521366,0.662868356521366,2018-01-01
"2491",2018,"Wyoming","Export","Upper Basin","Yes",9166.7,0.0091667,2018-01-01
"2492",2018,"Wyoming","Import","Upper Basin","Yes",0,0,2018-01-01
"2493",2018,"Wyoming","Mineral","Upper Basin","Yes",575.035984766983,0.000575035984766983,2018-01-01
"2494",2018,"Wyoming","Municipal and Industrial","Upper Basin","Yes",7275.71451648038,0.00727571451648038,2018-01-01
"2495",2018,"Wyoming","Power","Upper Basin","Yes",32066,0.032066,2018-01-01
